Year,Component,AmbientCondPattern,EmConcept,EFA,EFA_WTW
2019,FC,"T+20°C,3-4h,>20km",petrol (4S),16.09216499,
2019,FC,"T+20°C,3-4h,>20km",diesel,11.19423008,
2019,FC,"T+20°C,3-4h,>20km",electricity,0,
2019,FC,"T+20°C,3-4h,>20km",bifuel CNG/petrol,0.760124803,
2019,FC,"T+20°C,3-4h,>20km",flex-fuel E85,0.792297065,
2019,FC,"T+20°C,3-4h,>20km",Plug-in Hybrid petrol/electric,3.800280809,
2019,FC,"T+20°C,4-5h,0-1km",petrol (4S),0,
2019,FC,"T+20°C,4-5h,0-1km",diesel,0,
2019,FC,"T+20°C,4-5h,0-1km",electricity,0,
2019,FC,"T+20°C,4-5h,0-1km",bifuel CNG/petrol,0,
2019,FC,"T+20°C,4-5h,0-1km",flex-fuel E85,0,
2019,FC,"T+20°C,4-5h,0-1km",Plug-in Hybrid petrol/electric,0,
2019,FC,"T+20°C,4-5h,1-2km",petrol (4S),0,
2019,FC,"T+20°C,4-5h,1-2km",diesel,0,
2019,FC,"T+20°C,4-5h,1-2km",electricity,0,
2019,FC,"T+20°C,4-5h,1-2km",bifuel CNG/petrol,0,
2019,FC,"T+20°C,4-5h,1-2km",flex-fuel E85,0,
2019,FC,"T+20°C,4-5h,1-2km",Plug-in Hybrid petrol/electric,0,
2019,FC,"T+20°C,4-5h,2-3km",petrol (4S),0,
2019,FC,"T+20°C,4-5h,2-3km",diesel,0,
2019,FC,"T+20°C,4-5h,2-3km",electricity,0,
2019,FC,"T+20°C,4-5h,2-3km",bifuel CNG/petrol,0,
2019,FC,"T+20°C,4-5h,2-3km",flex-fuel E85,0,
2019,FC,"T+20°C,4-5h,2-3km",Plug-in Hybrid petrol/electric,0,
2019,FC,"T+20°C,4-5h,3-4km",petrol (4S),0,
2019,FC,"T+20°C,4-5h,3-4km",diesel,0,
2019,FC,"T+20°C,4-5h,3-4km",electricity,0,
2019,FC,"T+20°C,4-5h,3-4km",bifuel CNG/petrol,0,
2019,FC,"T+20°C,4-5h,3-4km",flex-fuel E85,0,
2019,FC,"T+20°C,4-5h,3-4km",Plug-in Hybrid petrol/electric,0,
2019,FC,"T+20°C,4-5h,4-5km",petrol (4S),0,
2019,FC,"T+20°C,4-5h,4-5km",diesel,0,
2019,FC,"T+20°C,4-5h,4-5km",electricity,0,
2019,FC,"T+20°C,4-5h,4-5km",bifuel CNG/petrol,0,
2019,FC,"T+20°C,4-5h,4-5km",flex-fuel E85,0,
2019,FC,"T+20°C,4-5h,4-5km",Plug-in Hybrid petrol/electric,0,
2019,FC,"T+20°C,4-5h,>20km",petrol (4S),0,
2019,FC,"T+20°C,4-5h,>20km",diesel,0,
2019,FC,"T+20°C,4-5h,>20km",electricity,0,
2019,FC,"T+20°C,4-5h,>20km",bifuel CNG/petrol,0,
2019,FC,"T+20°C,4-5h,>20km",flex-fuel E85,0,
2019,FC,"T+20°C,4-5h,>20km",Plug-in Hybrid petrol/electric,0,
2019,FC,"T+20°C,>12h,0-1km",petrol (4S),32.53055191,
2019,FC,"T+20°C,>12h,0-1km",diesel,8.888938904,
2019,FC,"T+20°C,>12h,0-1km",electricity,0,
2019,FC,"T+20°C,>12h,0-1km",bifuel CNG/petrol,1.634753704,
2019,FC,"T+20°C,>12h,0-1km",flex-fuel E85,1.677826405,
2019,FC,"T+20°C,>12h,0-1km",Plug-in Hybrid petrol/electric,8.178320885,
2019,FC,"T+20°C,>12h,1-2km",petrol (4S),53.68825912,
2019,FC,"T+20°C,>12h,1-2km",diesel,23.1603508,
2019,FC,"T+20°C,>12h,1-2km",electricity,0,
2019,FC,"T+20°C,>12h,1-2km",bifuel CNG/petrol,2.606797695,
2019,FC,"T+20°C,>12h,1-2km",flex-fuel E85,2.707576513,
2019,FC,"T+20°C,>12h,1-2km",Plug-in Hybrid petrol/electric,13.03474617,
2019,FC,"T+20°C,>12h,2-3km",petrol (4S),54.94960785,
2019,FC,"T+20°C,>12h,2-3km",diesel,32.75648117,
2019,FC,"T+20°C,>12h,2-3km",electricity,0,
2019,FC,"T+20°C,>12h,2-3km",bifuel CNG/petrol,2.607184887,
2019,FC,"T+20°C,>12h,2-3km",flex-fuel E85,2.717534065,
2019,FC,"T+20°C,>12h,2-3km",Plug-in Hybrid petrol/electric,13.03474617,
2019,FC,"T+20°C,>12h,3-4km",petrol (4S),55.18848038,
2019,FC,"T+20°C,>12h,3-4km",diesel,37.6773262,
2019,FC,"T+20°C,>12h,3-4km",electricity,0,
2019,FC,"T+20°C,>12h,3-4km",bifuel CNG/petrol,2.607184887,
2019,FC,"T+20°C,>12h,3-4km",flex-fuel E85,2.717534065,
2019,FC,"T+20°C,>12h,3-4km",Plug-in Hybrid petrol/electric,13.03474617,
2019,FC,"T+20°C,>12h,4-5km",petrol (4S),55.19521332,
2019,FC,"T+20°C,>12h,4-5km",diesel,38.39516068,
2019,FC,"T+20°C,>12h,4-5km",electricity,0,
2019,FC,"T+20°C,>12h,4-5km",bifuel CNG/petrol,2.607184887,
2019,FC,"T+20°C,>12h,4-5km",flex-fuel E85,2.717534065,
2019,FC,"T+20°C,>12h,4-5km",Plug-in Hybrid petrol/electric,13.03474617,
2019,FC,"T+20°C,>12h,>20km",petrol (4S),55.19521332,
2019,FC,"T+20°C,>12h,>20km",diesel,38.39557266,
2019,FC,"T+20°C,>12h,>20km",electricity,0,
2019,FC,"T+20°C,>12h,>20km",bifuel CNG/petrol,2.607184887,
2019,FC,"T+20°C,>12h,>20km",flex-fuel E85,2.717534065,
2019,FC,"T+20°C,>12h,>20km",Plug-in Hybrid petrol/electric,13.03474617,
2019,FC_MJ,"TØ,0-1h,0-1km",petrol (4S),0.09738531,
2019,FC_MJ,"TØ,0-1h,0-1km",diesel,0.049143732,
2019,FC_MJ,"TØ,0-1h,0-1km",electricity,0,
2019,FC_MJ,"TØ,0-1h,0-1km",bifuel CNG/petrol,0.004386778,
2019,FC_MJ,"TØ,0-1h,0-1km",flex-fuel E85,0.005383344,
2019,FC_MJ,"TØ,0-1h,0-1km",Plug-in Hybrid petrol/electric,0.019645212,
2019,FC_MJ,"TØ,1-2h,0-1km",petrol (4S),0.189504534,
2019,FC_MJ,"TØ,1-2h,0-1km",diesel,0.085189387,
2019,FC_MJ,"TØ,1-2h,0-1km",electricity,0,
2019,FC_MJ,"TØ,1-2h,0-1km",bifuel CNG/petrol,0.008605523,
2019,FC_MJ,"TØ,1-2h,0-1km",flex-fuel E85,0.010502491,
2019,FC_MJ,"TØ,1-2h,0-1km",Plug-in Hybrid petrol/electric,0.038696926,
2019,FC_MJ,"TØ,2-3h,0-1km",petrol (4S),0.283033907,
2019,FC_MJ,"TØ,2-3h,0-1km",diesel,0.12602663,
2019,FC_MJ,"TØ,2-3h,0-1km",electricity,0,
2019,FC_MJ,"TØ,2-3h,0-1km",bifuel CNG/petrol,0.012861637,
2019,FC_MJ,"TØ,2-3h,0-1km",flex-fuel E85,0.015688818,
2019,FC_MJ,"TØ,2-3h,0-1km",Plug-in Hybrid petrol/electric,0.057856455,
2019,FC_MJ,"TØ,3-4h,0-1km",petrol (4S),0.38692233,
2019,FC_MJ,"TØ,3-4h,0-1km",diesel,0.171977192,
2019,FC_MJ,"TØ,3-4h,0-1km",electricity,0,
2019,FC_MJ,"TØ,3-4h,0-1km",bifuel CNG/petrol,0.017584804,
2019,FC_MJ,"TØ,3-4h,0-1km",flex-fuel E85,0.021448176,
2019,FC_MJ,"TØ,3-4h,0-1km",Plug-in Hybrid petrol/electric,0.079108335,
2019,FC_MJ,"TØ,4-5h,0-1km",petrol (4S),0.491829872,
2019,FC_MJ,"TØ,4-5h,0-1km",diesel,0.218423173,
2019,FC_MJ,"TØ,4-5h,0-1km",electricity,0,
2019,FC_MJ,"TØ,4-5h,0-1km",bifuel CNG/petrol,0.022353979,
2019,FC_MJ,"TØ,4-5h,0-1km",flex-fuel E85,0.027263924,
2019,FC_MJ,"TØ,4-5h,0-1km",Plug-in Hybrid petrol/electric,0.100566454,
2019,FC_MJ,"TØ,5-6h,0-1km",petrol (4S),0.601125479,
2019,FC_MJ,"TØ,5-6h,0-1km",diesel,0.266961634,
2019,FC_MJ,"TØ,5-6h,0-1km",electricity,0,
2019,FC_MJ,"TØ,5-6h,0-1km",bifuel CNG/petrol,0.027321529,
2019,FC_MJ,"TØ,5-6h,0-1km",flex-fuel E85,0.033322576,
2019,FC_MJ,"TØ,5-6h,0-1km",Plug-in Hybrid petrol/electric,0.12291456,
2019,FC_MJ,"TØ,6-7h,0-1km",petrol (4S),0.710420966,
2019,FC_MJ,"TØ,6-7h,0-1km",diesel,0.315500081,
2019,FC_MJ,"TØ,6-7h,0-1km",electricity,0,
2019,FC_MJ,"TØ,6-7h,0-1km",bifuel CNG/petrol,0.03228908,
2019,FC_MJ,"TØ,6-7h,0-1km",flex-fuel E85,0.039381225,
2019,FC_MJ,"TØ,6-7h,0-1km",Plug-in Hybrid petrol/electric,0.145262659,
2019,FC_MJ,"TØ,7-8h,0-1km",petrol (4S),0.819716454,
2019,FC_MJ,"TØ,7-8h,0-1km",diesel,0.364038557,
2019,FC_MJ,"TØ,7-8h,0-1km",electricity,0,
2019,FC_MJ,"TØ,7-8h,0-1km",bifuel CNG/petrol,0.037256632,
2019,FC_MJ,"TØ,7-8h,0-1km",flex-fuel E85,0.045439877,
2019,FC_MJ,"TØ,7-8h,0-1km",Plug-in Hybrid petrol/electric,0.167610765,
2019,FC_MJ,"TØ,8-9h,0-1km",petrol (4S),0.929012001,
2019,FC_MJ,"TØ,8-9h,0-1km",diesel,0.412577093,
2019,FC_MJ,"TØ,8-9h,0-1km",electricity,0,
2019,FC_MJ,"TØ,8-9h,0-1km",bifuel CNG/petrol,0.042224184,
2019,FC_MJ,"TØ,8-9h,0-1km",flex-fuel E85,0.051498521,
2019,FC_MJ,"TØ,8-9h,0-1km",Plug-in Hybrid petrol/electric,0.18995887,
2019,FC_MJ,"TØ,9-10h,0-1km",petrol (4S),1.038307667,
2019,FC_MJ,"TØ,9-10h,0-1km",diesel,0.461115539,
2019,FC_MJ,"TØ,9-10h,0-1km",electricity,0,
2019,FC_MJ,"TØ,9-10h,0-1km",bifuel CNG/petrol,0.047191735,
2019,FC_MJ,"TØ,9-10h,0-1km",flex-fuel E85,0.057557173,
2019,FC_MJ,"TØ,9-10h,0-1km",Plug-in Hybrid petrol/electric,0.212306976,
2019,FC_MJ,"TØ,10-11h,0-1km",petrol (4S),1.147603035,
2019,FC_MJ,"TØ,10-11h,0-1km",diesel,0.509653986,
2019,FC_MJ,"TØ,10-11h,0-1km",electricity,0,
2019,FC_MJ,"TØ,10-11h,0-1km",bifuel CNG/petrol,0.052159287,
2019,FC_MJ,"TØ,10-11h,0-1km",flex-fuel E85,0.063615829,
2019,FC_MJ,"TØ,10-11h,0-1km",Plug-in Hybrid petrol/electric,0.234655067,
2019,FC_MJ,"TØ,11-12h,0-1km",petrol (4S),1.256898761,
2019,FC_MJ,"TØ,11-12h,0-1km",diesel,0.558192492,
2019,FC_MJ,"TØ,11-12h,0-1km",electricity,0,
2019,FC_MJ,"TØ,11-12h,0-1km",bifuel CNG/petrol,0.057126835,
2019,FC_MJ,"TØ,11-12h,0-1km",flex-fuel E85,0.069674477,
2019,FC_MJ,"TØ,11-12h,0-1km",Plug-in Hybrid petrol/electric,0.257003158,
2019,FC_MJ,"TØ,>12h,0-1km",petrol (4S),1.312071204,
2019,FC_MJ,"TØ,>12h,0-1km",diesel,0.582694829,
2019,FC_MJ,"TØ,>12h,0-1km",electricity,0,
2019,FC_MJ,"TØ,>12h,0-1km",bifuel CNG/petrol,0.059634466,
2019,FC_MJ,"TØ,>12h,0-1km",flex-fuel E85,0.072732896,
2019,FC_MJ,"TØ,>12h,0-1km",Plug-in Hybrid petrol/electric,0.2682845,
2019,FC_MJ,"TØ,0-1h,1-2km",petrol (4S),0.147993609,
2019,FC_MJ,"TØ,0-1h,1-2km",diesel,0.096438043,
2019,FC_MJ,"TØ,0-1h,1-2km",electricity,0,
2019,FC_MJ,"TØ,0-1h,1-2km",bifuel CNG/petrol,0.006567629,
2019,FC_MJ,"TØ,0-1h,1-2km",flex-fuel E85,0.008121071,
2019,FC_MJ,"TØ,0-1h,1-2km",Plug-in Hybrid petrol/electric,0.029212669,
2019,FC_MJ,"TØ,1-2h,1-2km",petrol (4S),0.399460375,
2019,FC_MJ,"TØ,1-2h,1-2km",diesel,0.218161821,
2019,FC_MJ,"TØ,1-2h,1-2km",electricity,0,
2019,FC_MJ,"TØ,1-2h,1-2km",bifuel CNG/petrol,0.017870234,
2019,FC_MJ,"TØ,1-2h,1-2km",flex-fuel E85,0.02204258,
2019,FC_MJ,"TØ,1-2h,1-2km",Plug-in Hybrid petrol/electric,0.079736151,
2019,FC_MJ,"TØ,2-3h,1-2km",petrol (4S),0.628881216,
2019,FC_MJ,"TØ,2-3h,1-2km",diesel,0.330031365,
2019,FC_MJ,"TØ,2-3h,1-2km",electricity,0,
2019,FC_MJ,"TØ,2-3h,1-2km",bifuel CNG/petrol,0.028213171,
2019,FC_MJ,"TØ,2-3h,1-2km",flex-fuel E85,0.034739837,
2019,FC_MJ,"TØ,2-3h,1-2km",Plug-in Hybrid petrol/electric,0.12606287,
2019,FC_MJ,"TØ,3-4h,1-2km",petrol (4S),0.868463874,
2019,FC_MJ,"TØ,3-4h,1-2km",diesel,0.45224008,
2019,FC_MJ,"TØ,3-4h,1-2km",electricity,0,
2019,FC_MJ,"TØ,3-4h,1-2km",bifuel CNG/petrol,0.038985219,
2019,FC_MJ,"TØ,3-4h,1-2km",flex-fuel E85,0.047983628,
2019,FC_MJ,"TØ,3-4h,1-2km",Plug-in Hybrid petrol/electric,0.174249575,
2019,FC_MJ,"TØ,4-5h,1-2km",petrol (4S),1.109181166,
2019,FC_MJ,"TØ,4-5h,1-2km",diesel,0.57549274,
2019,FC_MJ,"TØ,4-5h,1-2km",electricity,0,
2019,FC_MJ,"TØ,4-5h,1-2km",bifuel CNG/petrol,0.049805421,
2019,FC_MJ,"TØ,4-5h,1-2km",flex-fuel E85,0.061288856,
2019,FC_MJ,"TØ,4-5h,1-2km",Plug-in Hybrid petrol/electric,0.222645268,
2019,FC_MJ,"TØ,5-6h,1-2km",petrol (4S),1.355666041,
2019,FC_MJ,"TØ,5-6h,1-2km",diesel,0.703380048,
2019,FC_MJ,"TØ,5-6h,1-2km",electricity,0,
2019,FC_MJ,"TØ,5-6h,1-2km",bifuel CNG/petrol,0.060873296,
2019,FC_MJ,"TØ,5-6h,1-2km",flex-fuel E85,0.074908599,
2019,FC_MJ,"TØ,5-6h,1-2km",Plug-in Hybrid petrol/electric,0.272121966,
2019,FC_MJ,"TØ,6-7h,1-2km",petrol (4S),1.602150679,
2019,FC_MJ,"TØ,6-7h,1-2km",diesel,0.831267357,
2019,FC_MJ,"TØ,6-7h,1-2km",electricity,0,
2019,FC_MJ,"TØ,6-7h,1-2km",bifuel CNG/petrol,0.071941167,
2019,FC_MJ,"TØ,6-7h,1-2km",flex-fuel E85,0.08852835,
2019,FC_MJ,"TØ,6-7h,1-2km",Plug-in Hybrid petrol/electric,0.321598709,
2019,FC_MJ,"TØ,7-8h,1-2km",petrol (4S),1.848635435,
2019,FC_MJ,"TØ,7-8h,1-2km",diesel,0.959154606,
2019,FC_MJ,"TØ,7-8h,1-2km",electricity,0,
2019,FC_MJ,"TØ,7-8h,1-2km",bifuel CNG/petrol,0.083009034,
2019,FC_MJ,"TØ,7-8h,1-2km",flex-fuel E85,0.102148093,
2019,FC_MJ,"TØ,7-8h,1-2km",Plug-in Hybrid petrol/electric,0.371075451,
2019,FC_MJ,"TØ,8-9h,1-2km",petrol (4S),2.095119953,
2019,FC_MJ,"TØ,8-9h,1-2km",diesel,1.087041855,
2019,FC_MJ,"TØ,8-9h,1-2km",electricity,0,
2019,FC_MJ,"TØ,8-9h,1-2km",bifuel CNG/petrol,0.094076902,
2019,FC_MJ,"TØ,8-9h,1-2km",flex-fuel E85,0.115767829,
2019,FC_MJ,"TØ,8-9h,1-2km",Plug-in Hybrid petrol/electric,0.420552164,
2019,FC_MJ,"TØ,9-10h,1-2km",petrol (4S),2.341604948,
2019,FC_MJ,"TØ,9-10h,1-2km",diesel,1.214929104,
2019,FC_MJ,"TØ,9-10h,1-2km",electricity,0,
2019,FC_MJ,"TØ,9-10h,1-2km",bifuel CNG/petrol,0.105144784,
2019,FC_MJ,"TØ,9-10h,1-2km",flex-fuel E85,0.129387587,
2019,FC_MJ,"TØ,9-10h,1-2km",Plug-in Hybrid petrol/electric,0.470028907,
2019,FC_MJ,"TØ,10-11h,1-2km",petrol (4S),2.588089705,
2019,FC_MJ,"TØ,10-11h,1-2km",diesel,1.342816591,
2019,FC_MJ,"TØ,10-11h,1-2km",electricity,0,
2019,FC_MJ,"TØ,10-11h,1-2km",bifuel CNG/petrol,0.116212651,
2019,FC_MJ,"TØ,10-11h,1-2km",flex-fuel E85,0.143007308,
2019,FC_MJ,"TØ,10-11h,1-2km",Plug-in Hybrid petrol/electric,0.51950562,
2019,FC_MJ,"TØ,11-12h,1-2km",petrol (4S),2.834574223,
2019,FC_MJ,"TØ,11-12h,1-2km",diesel,1.47070384,
2019,FC_MJ,"TØ,11-12h,1-2km",electricity,0,
2019,FC_MJ,"TØ,11-12h,1-2km",bifuel CNG/petrol,0.127280518,
2019,FC_MJ,"TØ,11-12h,1-2km",flex-fuel E85,0.156627074,
2019,FC_MJ,"TØ,11-12h,1-2km",Plug-in Hybrid petrol/electric,0.568982363,
2019,FC_MJ,"TØ,>12h,1-2km",petrol (4S),2.958999872,
2019,FC_MJ,"TØ,>12h,1-2km",diesel,1.535261631,
2019,FC_MJ,"TØ,>12h,1-2km",electricity,0,
2019,FC_MJ,"TØ,>12h,1-2km",bifuel CNG/petrol,0.132867604,
2019,FC_MJ,"TØ,>12h,1-2km",flex-fuel E85,0.16350235,
2019,FC_MJ,"TØ,>12h,1-2km",Plug-in Hybrid petrol/electric,0.593958259,
2019,FC_MJ,"T+20°C,0-1h,0-1km",petrol (4S),0.086698644,
2019,FC_MJ,"T+20°C,0-1h,0-1km",diesel,0.031891368,
2019,FC_MJ,"T+20°C,0-1h,0-1km",electricity,0,
2019,FC_MJ,"T+20°C,0-1h,0-1km",bifuel CNG/petrol,0.004271409,
2019,FC_MJ,"T+20°C,0-1h,0-1km",flex-fuel E85,0.004411204,
2019,FC_MJ,"T+20°C,0-1h,0-1km",Plug-in Hybrid petrol/electric,0.02136342,
2019,FC_MJ,"T+20°C,0-1h,1-2km",petrol (4S),0.099740952,
2019,FC_MJ,"T+20°C,0-1h,1-2km",diesel,0.060843922,
2019,FC_MJ,"T+20°C,0-1h,1-2km",electricity,0,
2019,FC_MJ,"T+20°C,0-1h,1-2km",bifuel CNG/petrol,0.004728302,
2019,FC_MJ,"T+20°C,0-1h,1-2km",flex-fuel E85,0.004928427,
2019,FC_MJ,"T+20°C,0-1h,1-2km",Plug-in Hybrid petrol/electric,0.023639372,
2019,FC_MJ,"T+20°C,0-1h,2-3km",petrol (4S),0.10010016,
2019,FC_MJ,"T+20°C,0-1h,2-3km",diesel,0.068696007,
2019,FC_MJ,"T+20°C,0-1h,2-3km",electricity,0,
2019,FC_MJ,"T+20°C,0-1h,2-3km",bifuel CNG/petrol,0.004728302,
2019,FC_MJ,"T+20°C,0-1h,2-3km",flex-fuel E85,0.004928427,
2019,FC_MJ,"T+20°C,0-1h,2-3km",Plug-in Hybrid petrol/electric,0.023639372,
2019,FC_MJ,"T+20°C,0-1h,3-4km",petrol (4S),0.10010016,
2019,FC_MJ,"T+20°C,0-1h,3-4km",diesel,0.068700589,
2019,FC_MJ,"T+20°C,0-1h,3-4km",electricity,0,
2019,FC_MJ,"T+20°C,0-1h,3-4km",bifuel CNG/petrol,0.004728302,
2019,FC_MJ,"T+20°C,0-1h,3-4km",flex-fuel E85,0.004928427,
2019,FC_MJ,"T+20°C,0-1h,3-4km",Plug-in Hybrid petrol/electric,0.023639372,
2019,FC_MJ,"T+20°C,0-1h,4-5km",petrol (4S),0.10010016,
2019,FC_MJ,"T+20°C,0-1h,4-5km",diesel,0.068700589,
2019,FC_MJ,"T+20°C,0-1h,4-5km",electricity,0,
2019,FC_MJ,"T+20°C,0-1h,4-5km",bifuel CNG/petrol,0.004728302,
2019,FC_MJ,"T+20°C,0-1h,4-5km",flex-fuel E85,0.004928427,
2019,FC_MJ,"T+20°C,0-1h,4-5km",Plug-in Hybrid petrol/electric,0.023639372,
2019,FC_MJ,"T+20°C,0-1h,>20km",petrol (4S),0.10010016,
2019,FC_MJ,"T+20°C,0-1h,>20km",diesel,0.068700589,
2019,FC_MJ,"T+20°C,0-1h,>20km",electricity,0,
2019,FC_MJ,"T+20°C,0-1h,>20km",bifuel CNG/petrol,0.004728302,
2019,FC_MJ,"T+20°C,0-1h,>20km",flex-fuel E85,0.004928427,
2019,FC_MJ,"T+20°C,0-1h,>20km",Plug-in Hybrid petrol/electric,0.023639372,
2019,FC_MJ,"T+20°C,1-2h,0-1km",petrol (4S),0.200335339,
2019,FC_MJ,"T+20°C,1-2h,0-1km",diesel,0.055776983,
2019,FC_MJ,"T+20°C,1-2h,0-1km",electricity,0,
2019,FC_MJ,"T+20°C,1-2h,0-1km",bifuel CNG/petrol,0.010047867,
2019,FC_MJ,"T+20°C,1-2h,0-1km",flex-fuel E85,0.010319611,
2019,FC_MJ,"T+20°C,1-2h,0-1km",Plug-in Hybrid petrol/electric,0.050265893,
2019,FC_MJ,"T+20°C,1-2h,1-2km",petrol (4S),0.294906795,
2019,FC_MJ,"T+20°C,1-2h,1-2km",diesel,0.140854463,
2019,FC_MJ,"T+20°C,1-2h,1-2km",electricity,0,
2019,FC_MJ,"T+20°C,1-2h,1-2km",bifuel CNG/petrol,0.014184282,
2019,FC_MJ,"T+20°C,1-2h,1-2km",flex-fuel E85,0.014769222,
2019,FC_MJ,"T+20°C,1-2h,1-2km",Plug-in Hybrid petrol/electric,0.070918128,
2019,FC_MJ,"T+20°C,1-2h,2-3km",petrol (4S),0.299911916,
2019,FC_MJ,"T+20°C,1-2h,2-3km",diesel,0.190629944,
2019,FC_MJ,"T+20°C,1-2h,2-3km",electricity,0,
2019,FC_MJ,"T+20°C,1-2h,2-3km",bifuel CNG/petrol,0.014184906,
2019,FC_MJ,"T+20°C,1-2h,2-3km",flex-fuel E85,0.014785281,
2019,FC_MJ,"T+20°C,1-2h,2-3km",Plug-in Hybrid petrol/electric,0.070918128,
2019,FC_MJ,"T+20°C,1-2h,3-4km",petrol (4S),0.300300479,
2019,FC_MJ,"T+20°C,1-2h,3-4km",diesel,0.205957532,
2019,FC_MJ,"T+20°C,1-2h,3-4km",electricity,0,
2019,FC_MJ,"T+20°C,1-2h,3-4km",bifuel CNG/petrol,0.014184906,
2019,FC_MJ,"T+20°C,1-2h,3-4km",flex-fuel E85,0.014785281,
2019,FC_MJ,"T+20°C,1-2h,3-4km",Plug-in Hybrid petrol/electric,0.070918128,
2019,FC_MJ,"T+20°C,1-2h,4-5km",petrol (4S),0.300300479,
2019,FC_MJ,"T+20°C,1-2h,4-5km",diesel,0.206101745,
2019,FC_MJ,"T+20°C,1-2h,4-5km",electricity,0,
2019,FC_MJ,"T+20°C,1-2h,4-5km",bifuel CNG/petrol,0.014184906,
2019,FC_MJ,"T+20°C,1-2h,4-5km",flex-fuel E85,0.014785281,
2019,FC_MJ,"T+20°C,1-2h,4-5km",Plug-in Hybrid petrol/electric,0.070918128,
2019,FC_MJ,"T+20°C,1-2h,>20km",petrol (4S),0.300300479,
2019,FC_MJ,"T+20°C,1-2h,>20km",diesel,0.206101745,
2019,FC_MJ,"T+20°C,1-2h,>20km",electricity,0,
2019,FC_MJ,"T+20°C,1-2h,>20km",bifuel CNG/petrol,0.014184906,
2019,FC_MJ,"T+20°C,1-2h,>20km",flex-fuel E85,0.014785281,
2019,FC_MJ,"T+20°C,1-2h,>20km",Plug-in Hybrid petrol/electric,0.070918128,
2019,FC_MJ,"T+20°C,2-3h,0-1km",petrol (4S),0.304192841,
2019,FC_MJ,"T+20°C,2-3h,0-1km",diesel,0.082574859,
2019,FC_MJ,"T+20°C,2-3h,0-1km",electricity,0,
2019,FC_MJ,"T+20°C,2-3h,0-1km",bifuel CNG/petrol,0.015280287,
2019,FC_MJ,"T+20°C,2-3h,0-1km",flex-fuel E85,0.015685143,
2019,FC_MJ,"T+20°C,2-3h,0-1km",Plug-in Hybrid petrol/electric,0.076443538,
2019,FC_MJ,"T+20°C,2-3h,1-2km",petrol (4S),0.488041192,
2019,FC_MJ,"T+20°C,2-3h,1-2km",diesel,0.213715464,
2019,FC_MJ,"T+20°C,2-3h,1-2km",electricity,0,
2019,FC_MJ,"T+20°C,2-3h,1-2km",bifuel CNG/petrol,0.023638731,
2019,FC_MJ,"T+20°C,2-3h,1-2km",flex-fuel E85,0.02457073,
2019,FC_MJ,"T+20°C,2-3h,1-2km",Plug-in Hybrid petrol/electric,0.11819686,
2019,FC_MJ,"T+20°C,2-3h,2-3km",petrol (4S),0.498803437,
2019,FC_MJ,"T+20°C,2-3h,2-3km",diesel,0.299510688,
2019,FC_MJ,"T+20°C,2-3h,2-3km",electricity,0,
2019,FC_MJ,"T+20°C,2-3h,2-3km",bifuel CNG/petrol,0.023641508,
2019,FC_MJ,"T+20°C,2-3h,2-3km",flex-fuel E85,0.024642134,
2019,FC_MJ,"T+20°C,2-3h,2-3km",Plug-in Hybrid petrol/electric,0.11819686,
2019,FC_MJ,"T+20°C,2-3h,3-4km",petrol (4S),0.500484169,
2019,FC_MJ,"T+20°C,2-3h,3-4km",diesel,0.339960486,
2019,FC_MJ,"T+20°C,2-3h,3-4km",electricity,0,
2019,FC_MJ,"T+20°C,2-3h,3-4km",bifuel CNG/petrol,0.023641508,
2019,FC_MJ,"T+20°C,2-3h,3-4km",flex-fuel E85,0.024642134,
2019,FC_MJ,"T+20°C,2-3h,3-4km",Plug-in Hybrid petrol/electric,0.11819686,
2019,FC_MJ,"T+20°C,2-3h,4-5km",petrol (4S),0.500500798,
2019,FC_MJ,"T+20°C,2-3h,4-5km",diesel,0.343502015,
2019,FC_MJ,"T+20°C,2-3h,4-5km",electricity,0,
2019,FC_MJ,"T+20°C,2-3h,4-5km",bifuel CNG/petrol,0.023641508,
2019,FC_MJ,"T+20°C,2-3h,4-5km",flex-fuel E85,0.024642134,
2019,FC_MJ,"T+20°C,2-3h,4-5km",Plug-in Hybrid petrol/electric,0.11819686,
2019,FC_MJ,"T+20°C,2-3h,>20km",petrol (4S),0.500500798,
2019,FC_MJ,"T+20°C,2-3h,>20km",diesel,0.343502909,
2019,FC_MJ,"T+20°C,2-3h,>20km",electricity,0,
2019,FC_MJ,"T+20°C,2-3h,>20km",bifuel CNG/petrol,0.023641508,
2019,FC_MJ,"T+20°C,2-3h,>20km",flex-fuel E85,0.024642134,
2019,FC_MJ,"T+20°C,2-3h,>20km",Plug-in Hybrid petrol/electric,0.11819686,
2019,FC_MJ,"T+20°C,3-4h,0-1km",petrol (4S),0.417117804,
2019,FC_MJ,"T+20°C,3-4h,0-1km",diesel,0.112697944,
2019,FC_MJ,"T+20°C,3-4h,0-1km",electricity,0,
2019,FC_MJ,"T+20°C,3-4h,0-1km",bifuel CNG/petrol,0.020958634,
2019,FC_MJ,"T+20°C,3-4h,0-1km",flex-fuel E85,0.021511836,
2019,FC_MJ,"T+20°C,3-4h,0-1km",Plug-in Hybrid petrol/electric,0.104851343,
2019,FC_MJ,"T+20°C,3-4h,1-2km",petrol (4S),0.682118773,
2019,FC_MJ,"T+20°C,3-4h,1-2km",diesel,0.29301253,
2019,FC_MJ,"T+20°C,3-4h,1-2km",electricity,0,
