year,component,cartype,temperature,lower_p_bound,upper_p_bound,lambda,M_tot
2030,NOx,Diesel,20,8,1000,0.559834456,0.25189069
2030,NOx,Gasoline,20,8,1000,10.16431482,0.264759362
2030,NOx,PHEV,20,8,1000,20,0.076447003
2030,Pb,Gasoline,20,0,1,4.635785602,2.04925E-06
2030,Pb,PHEV,20,0,1,4.681550066,4.58922E-07
2030,Pb,Gasoline,20,1,2,2.490253404,6.14774E-06
2030,Pb,PHEV,20,1,2,2.507279048,1.37677E-06
2030,Pb,Gasoline,20,2,3,2.147329805,1.02462E-05
2030,Pb,PHEV,20,2,3,2.160962925,2.29461E-06
2030,Pb,Gasoline,20,3,8,2.085603298,1.43447E-05
2030,Pb,PHEV,20,3,8,2.098705579,3.21245E-06
2030,Pb,Gasoline,20,8,1000,2.057503815,4.92016E-05
2030,Pb,PHEV,20,8,1000,2.070370081,1.10185E-05
2030,PM2.5,Diesel,20,0,1,2.131862225,0.000556351
2030,PM2.5,Diesel,20,1,2,1.395481165,0.001417118
2030,PM2.5,Diesel,20,2,3,1.201337667,0.001801515
2030,PM2.5,Diesel,20,3,8,1.179583133,0.00206086
2030,PM2.5,Diesel,20,8,1000,1.417759266,0.003084046
2030,PN,Diesel,20,0,1,1.429522335,81877647360
2030,PN,Diesel,20,1,2,0.955598486,2.06875E+11
2030,PN,Diesel,20,2,3,0.825254428,2.6276E+11
2030,PN,Diesel,20,3,8,0.810473948,3.00606E+11
2030,PN,Diesel,20,8,1000,0.969704174,4.50114E+11
2030,SO2,Diesel,20,0,1,1.351044998,6.35592E-06
2030,SO2,Gasoline,20,0,1,4.635764185,3.81683E-05
2030,SO2,PHEV,20,0,1,4.681547463,8.54765E-06
2030,SO2,Diesel,20,1,2,0.818598171,1.90677E-05
2030,SO2,Gasoline,20,1,2,2.490231742,0.000114505
2030,SO2,PHEV,20,1,2,2.507281795,0.000025643
2030,SO2,Diesel,20,2,3,0.722157089,3.17796E-05
2030,SO2,Gasoline,20,2,3,2.147314785,0.000190841
2030,SO2,PHEV,20,2,3,2.160971197,4.27383E-05
2030,SO2,Diesel,20,3,8,0.702131875,4.44914E-05
2030,SO2,Gasoline,20,3,8,2.085595906,0.000267178
2030,SO2,PHEV,20,3,8,2.098695085,5.98336E-05
2030,SO2,Diesel,20,8,1000,0.692737169,0.000152603
2030,SO2,Gasoline,20,8,1000,2.057498863,0.000916405
2030,SO2,PHEV,20,8,1000,2.070364557,0.000205226
2030,BC (exhaust),Diesel,average,0,1,1.861982586,0.000184399
2030,BC (exhaust),Diesel,average,1,2,0.919366474,0.000547523
2030,BC (exhaust),Diesel,average,2,3,0.708521881,0.000752588
2030,BC (exhaust),Diesel,average,3,4,0.689540574,0.00086688
2030,BC (exhaust),Diesel,average,4,5,0.692104326,0.00094403
2030,BC (exhaust),Diesel,average,5,6,0.716200177,0.000982314
2030,BC (exhaust),Diesel,average,6,7,0.742085963,0.001019311
2030,BC (exhaust),Diesel,average,7,8,0.769957196,0.00105494
2030,BC (exhaust),Diesel,average,8,9,0.800063838,0.001089103
2030,BC (exhaust),Diesel,average,9,10,0.832695951,0.001121688
2030,BC (exhaust),Diesel,average,10,11,0.868196737,0.001152578
2030,BC (exhaust),Diesel,average,11,12,0.906962251,0.001181653
2030,BC (exhaust),Diesel,average,12,1000,0.927482949,0.001195606
2030,Benzene,Diesel,average,0,1,2.702287671,0.00020391
2030,Benzene,Gasoline,average,0,1,13.45673433,0.027589146
2030,Benzene,PHEV,average,0,1,20,0.007248168
2030,Benzene,Diesel,average,1,2,1.129750733,0.000614771
2030,Benzene,Gasoline,average,1,2,12.80000002,0.069685674
2030,Benzene,PHEV,average,1,2,20,0.018313498
2030,Benzene,Diesel,average,2,3,0.884483072,0.000844165
2030,Benzene,Gasoline,average,2,3,12.80000004,0.088393425
2030,Benzene,PHEV,average,2,3,20,0.023234168
2030,Benzene,Diesel,average,3,4,0.844895571,0.000978363
2030,Benzene,Gasoline,average,3,4,12.80000005,0.101079715
2030,Benzene,PHEV,average,3,4,20,0.026570051
2030,Benzene,Diesel,average,4,5,0.826585308,0.001073296
2030,Benzene,Gasoline,average,4,5,12.80000005,0.110182205
2030,Benzene,PHEV,average,4,5,20,0.028963492
2030,Benzene,Diesel,average,5,6,0.826582928,0.001127068
2030,Benzene,Gasoline,average,5,6,12.80000005,0.115702075
2030,Benzene,PHEV,average,5,6,20,0.030414494
2030,Benzene,Diesel,average,6,7,0.826580553,0.001180839
2030,Benzene,Gasoline,average,6,7,12.80000004,0.121221949
2030,Benzene,PHEV,average,6,7,20,0.031865501
2030,Benzene,Diesel,average,7,8,0.82658387,0.001234606
2030,Benzene,Gasoline,average,7,8,12.80000005,0.126741816
2030,Benzene,PHEV,average,7,8,20,0.033316503
2030,Benzene,Diesel,average,8,9,0.826586144,0.001288374
2030,Benzene,Gasoline,average,8,9,12.80000005,0.132261701
2030,Benzene,PHEV,average,8,9,20,0.034767506
2030,Benzene,Diesel,average,9,10,0.826579155,0.00134215
2030,Benzene,Gasoline,average,9,10,12.80000004,0.137781572
2030,Benzene,PHEV,average,9,10,20,0.03621851
2030,Benzene,Diesel,average,10,11,0.826583387,0.001395915
2030,Benzene,Gasoline,average,10,11,12.80000005,0.143301435
2030,Benzene,PHEV,average,10,11,20,0.037669512
2030,Benzene,Diesel,average,11,12,0.826584537,0.001449684
2030,Benzene,Gasoline,average,11,12,12.80000005,0.148821305
2030,Benzene,PHEV,average,11,12,20,0.039120514
2030,Benzene,Diesel,average,12,1000,0.826583514,0.00147657
2030,Benzene,Gasoline,average,12,1000,12.80000005,0.151581236
2030,Benzene,PHEV,average,12,1000,20,0.039846015
2030,CH4,Diesel,average,0,1,2.702295524,0.000418278
2030,CH4,Gasoline,average,0,1,10.78305796,0.022358351
2030,CH4,PHEV,average,0,1,20,0.00582195
2030,CH4,Diesel,average,1,2,1.129742811,0.001261073
2030,CH4,Gasoline,average,1,2,10.27012367,0.056410842
2030,CH4,PHEV,average,1,2,20,0.014709961
2030,CH4,Diesel,average,2,3,0.884477365,0.001731625
2030,CH4,Gasoline,average,2,3,10.33013591,0.071515538
2030,CH4,PHEV,average,2,3,20,0.018662394
2030,CH4,Diesel,average,3,4,0.844896944,0.002006897
2030,CH4,Gasoline,average,3,4,10.34119482,0.081770249
2030,CH4,PHEV,average,3,4,20,0.021341877
2030,CH4,Diesel,average,4,5,0.826584531,0.002201633
2030,CH4,Gasoline,average,4,5,10.34553301,0.089129142
2030,CH4,PHEV,average,4,5,20,0.023264362
2030,CH4,Diesel,average,5,6,0.826585435,0.002311929
2030,CH4,Gasoline,average,5,6,10.34556831,0.093594298
2030,CH4,PHEV,average,5,6,20,0.024429852
2030,CH4,Diesel,average,6,7,0.826586054,0.002422225
2030,CH4,Gasoline,average,6,7,10.34552512,0.098059468
2030,CH4,PHEV,average,6,7,20,0.025595343
2030,CH4,Diesel,average,7,8,0.826582208,0.002532527
2030,CH4,Gasoline,average,7,8,10.3455611,0.102524623
2030,CH4,PHEV,average,7,8,20,0.026760834
2030,CH4,Diesel,average,8,9,0.826585956,0.002642818
2030,CH4,Gasoline,average,8,9,10.3455449,0.106989793
2030,CH4,PHEV,average,8,9,20,0.027926323
2030,CH4,Diesel,average,9,10,0.826584028,0.002753117
2030,CH4,Gasoline,average,9,10,10.3455519,0.111454949
2030,CH4,PHEV,average,9,10,20,0.029091814
2030,CH4,Diesel,average,10,11,0.826582437,0.002863419
2030,CH4,Gasoline,average,10,11,10.34555849,0.115920112
2030,CH4,PHEV,average,10,11,20,0.030257303
2030,CH4,Diesel,average,11,12,0.826585645,0.002973708
2030,CH4,Gasoline,average,11,12,10.3455879,0.120385267
2030,CH4,PHEV,average,11,12,20,0.031422792
2030,CH4,Diesel,average,12,1000,0.826582129,0.003028865
2030,CH4,Gasoline,average,12,1000,10.34553868,0.122617856
2030,CH4,PHEV,average,12,1000,20,0.032005536
2030,CO,Diesel,average,0,1,6.482066282,0.123169063
2030,CO,Gasoline,average,0,1,20,1.664575454
2030,CO,PHEV,average,0,1,20,0.447230179
2030,CO,Diesel,average,1,2,3.191320038,0.345167864
2030,CO,Gasoline,average,1,2,7.52669971,4.626660265
2030,CO,PHEV,average,1,2,7.564132216,1.243065412
2030,CO,Diesel,average,2,3,2.575725728,0.50366107
2030,CO,Gasoline,average,2,3,5.666521387,6.666645782
2030,CO,PHEV,average,2,3,5.683712109,1.791148998
2030,CO,Diesel,average,3,4,2.461490822,0.662187845
2030,CO,Gasoline,average,3,4,5.34965487,8.731049222
2030,CO,PHEV,average,3,4,5.36437374,2.345795196
2030,CO,Diesel,average,4,5,2.408474918,0.768011269
2030,CO,Gasoline,average,4,5,5.20873569,10.10578181
2030,CO,PHEV,average,4,5,5.22246467,2.715144885
2030,CO,Diesel,average,5,6,2.4084746,0.820021891
2030,CO,Gasoline,average,5,6,5.208738862,10.79015645
2030,CO,PHEV,average,5,6,5.222465728,2.899017378
2030,CO,Diesel,average,6,7,2.408473907,0.872032587
2030,CO,Gasoline,average,6,7,5.20873763,11.47452999
2030,CO,PHEV,average,6,7,5.222462525,3.082890117
2030,CO,Diesel,average,7,8,2.408473681,0.924043209
2030,CO,Gasoline,average,7,8,5.208736186,12.1589056
2030,CO,PHEV,average,7,8,5.222469329,3.26676198
2030,CO,Diesel,average,8,9,2.408476166,0.976053216
2030,CO,Gasoline,average,8,9,5.208737917,12.84327884
2030,CO,PHEV,average,8,9,5.222468216,3.450634715
2030,CO,Diesel,average,9,10,2.408475846,1.028063838
2030,CO,Gasoline,average,9,10,5.208736303,13.52765256
2030,CO,PHEV,average,9,10,5.222465263,3.634507215
2030,CO,Diesel,average,10,11,2.408475108,1.080074478
2030,CO,Gasoline,average,10,11,5.208735106,14.21202819
2030,CO,PHEV,average,10,11,5.222464567,3.818380188
2030,CO,Diesel,average,11,12,2.408475497,1.132084947
2030,CO,Gasoline,average,11,12,5.208737588,14.89640195
2030,CO,PHEV,average,11,12,5.222463806,4.002252923
2030,CO,Diesel,average,12,1000,2.40847452,1.158090299
2030,CO,Gasoline,average,12,1000,5.208734302,15.23858883
2030,CO,PHEV,average,12,1000,5.22246097,4.094189178
2030,CO2_WTW,Diesel,average,0,1,1.020276012,10.91180005
2030,CO2_WTW,Gasoline,average,0,1,2.174115617,10.5911018
2030,CO2_WTW,PHEV,average,0,1,2.205324581,2.367930395
2030,CO2_WTW,Diesel,average,1,2,0.336369214,48.82854109
2030,CO2_WTW,Gasoline,average,1,2,1.023842577,35.25024527
2030,CO2_WTW,PHEV,average,1,2,1.054592033,7.801055611
2030,CO2_WTW,Diesel,average,2,3,0.286096615,83.85945396
2030,CO2_WTW,Gasoline,average,2,3,0.850137185,60.05707621
2030,CO2_WTW,PHEV,average,2,3,0.875990443,13.24169417
2030,CO2_WTW,Diesel,average,3,4,0.276768932,117.9924667
2030,CO2_WTW,Gasoline,average,3,4,0.801680784,84.89748246
2030,CO2_WTW,PHEV,average,3,4,0.823874366,18.71009527
2030,CO2_WTW,Diesel,average,4,5,0.272408611,152.0693755
2030,CO2_WTW,Gasoline,average,4,5,0.773756698,109.9448591
2030,CO2_WTW,PHEV,average,4,5,0.793292057,24.23140549
2030,CO2_WTW,Diesel,average,5,6,0.272347632,185.8762352
2030,CO2_WTW,Gasoline,average,5,6,0.761175662,134.9917941
2030,CO2_WTW,PHEV,average,5,6,0.778496137,29.76438384
2030,CO2_WTW,Diesel,average,6,7,0.272306065,219.6825138
2030,CO2_WTW,Gasoline,average,6,7,0.752400849,160.0694681
2030,CO2_WTW,PHEV,average,6,7,0.768176105,35.3058927
2030,CO2_WTW,Diesel,average,7,8,0.272274113,253.4900609
2030,CO2_WTW,Gasoline,average,7,8,0.745938733,185.1654373
2030,CO2_WTW,PHEV,average,7,8,0.76056355,40.85291287
2030,CO2_WTW,Diesel,average,8,9,0.27225022,287.2969194
2030,CO2_WTW,Gasoline,average,8,9,0.740978953,210.2741734
2030,CO2_WTW,PHEV,average,8,9,0.754720542,46.40351995
2030,CO2_WTW,Diesel,average,9,10,0.272233406,321.1023557
2030,CO2_WTW,Gasoline,average,9,10,0.737059838,235.3902308
2030,CO2_WTW,PHEV,average,9,10,0.750091841,51.95678499
2030,CO2_WTW,Diesel,average,10,11,0.272216164,354.9109874
2030,CO2_WTW,Gasoline,average,10,11,0.733873189,260.5141531
2030,CO2_WTW,PHEV,average,10,11,0.746335041,57.51192457
2030,CO2_WTW,Diesel,average,11,12,0.272202799,388.7187045
2030,CO2_WTW,Gasoline,average,11,12,0.731238249,285.6425742
2030,CO2_WTW,PHEV,average,11,12,0.743228561,63.06827133
2030,CO2_WTW,Diesel,average,12,1000,0.272200319,405.7812121
2030,CO2_WTW,Gasoline,average,12,1000,0.730064592,298.3300794
2030,CO2_WTW,PHEV,average,12,1000,0.741843418,65.87393044
2030,CO2e,Diesel,average,0,1,1.020634904,9.018753566
2030,CO2e,Gasoline,average,0,1,2.197871264,8.974993413
2030,CO2e,PHEV,average,0,1,2.233210247,2.009663021
2030,CO2e,Diesel,average,1,2,0.336590699,40.34414959
2030,CO2e,Gasoline,average,1,2,1.050998441,29.56724998
2030,CO2e,PHEV,average,1,2,1.086297347,6.546795397
2030,CO2e,Diesel,average,2,3,0.286233781,69.29300749
2030,CO2e,Gasoline,average,2,3,0.87321687,50.17154592
2030,CO2e,PHEV,average,2,3,0.902994881,11.06120556
2030,CO2e,Diesel,average,3,4,0.276877502,97.49988839
2030,CO2e,Gasoline,average,3,4,0.821202846,70.88653579
2030,CO2e,PHEV,average,3,4,0.846754966,15.61737052
2030,CO2e,Diesel,average,4,5,0.272499043,125.6609024
2030,CO2e,Gasoline,average,4,5,0.790643759,91.80393176
2030,CO2e,PHEV,average,4,5,0.813114686,20.2243529
2030,CO2e,Diesel,average,5,6,0.272425187,153.5991862
2030,CO2e,Gasoline,average,5,6,0.775807772,112.7686172
2030,CO2e,PHEV,average,5,6,0.795698905,24.85227222
2030,CO2e,Diesel,average,6,7,0.272375195,181.5368522
2030,CO2e,Gasoline,average,6,7,0.765453415,133.7666837
2030,CO2e,PHEV,average,6,7,0.783532916,29.48960608
2030,CO2e,Diesel,average,7,8,0.272335897,209.4760407
2030,CO2e,Gasoline,average,7,8,0.757818135,154.7856249
2030,CO2e,PHEV,average,7,8,0.7745517,34.13294337
2030,CO2e,Diesel,average,8,9,0.272308653,237.4134102
2030,CO2e,Gasoline,average,8,9,0.751959399,175.8180966
2030,CO2e,PHEV,average,8,9,0.767648807,38.78041731
2030,CO2e,Diesel,average,9,10,0.27228637,265.3513932
2030,CO2e,Gasoline,average,9,10,0.747314571,196.8611594
2030,CO2e,PHEV,average,9,10,0.762180775,43.4306816
2030,CO2e,Diesel,average,10,11,0.272268073,293.2896373
2030,CO2e,Gasoline,average,10,11,0.743547698,217.9108267
2030,CO2e,PHEV,average,10,11,0.757739598,48.08312205
2030,CO2e,Diesel,average,11,12,0.272251858,321.2286927
2030,CO2e,Gasoline,average,11,12,0.740422804,238.9673344
2030,CO2e,PHEV,average,11,12,0.754061597,52.73715335
2030,CO2e,Diesel,average,12,1000,0.272247234,335.3301114
2030,CO2e,Gasoline,average,12,1000,0.739036597,249.5984279
2030,CO2e,PHEV,average,12,1000,0.75242597,55.08718382
2030,FC,Diesel,average,0,1,1.018566104,2.861388868
2030,FC,Gasoline,average,0,1,2.044143059,2.691762208
2030,FC,PHEV,average,0,1,2.051690202,0.596897024
2030,FC,Diesel,average,1,2,0.33531764,12.82437301
2030,FC,Gasoline,average,1,2,0.873609802,9.58325969
2030,FC,PHEV,average,1,2,0.87768146,2.123374166
2030,FC,Diesel,average,2,3,0.28543787,22.01790223
2030,FC,Gasoline,average,2,3,0.723393754,16.70610435
2030,FC,PHEV,average,2,3,0.726641147,3.701797633
2030,FC,Diesel,average,3,4,0.276349033,30.96585968
2030,FC,Gasoline,average,3,4,0.695267108,23.60966865
2030,FC,PHEV,average,3,4,0.698352024,5.231655227
2030,FC,Diesel,average,4,5,0.271977342,39.91720426
2030,FC,Gasoline,average,4,5,0.682185555,30.49498808
2030,FC,PHEV,average,4,5,0.685199547,6.757437207
2030,FC,Diesel,average,5,6,0.271976973,48.78773522
2030,FC,Gasoline,average,5,6,0.682184959,37.27167682
2030,FC,PHEV,average,5,6,0.685198303,8.259097882
2030,FC,Diesel,average,6,7,0.27197634,57.65836548
2030,FC,Gasoline,average,6,7,0.682185095,44.04830376
2030,FC,PHEV,average,6,7,0.685192937,9.760806065
2030,FC,Diesel,average,7,8,0.271976015,66.52893313
2030,FC,Gasoline,average,7,8,0.682181125,50.82514392
2030,FC,PHEV,average,7,8,0.685198104,11.2624078
2030,FC,Diesel,average,8,9,0.271976241,75.3993984
2030,FC,Gasoline,average,8,9,0.682185251,57.60166665
2030,FC,PHEV,average,8,9,0.685196072,12.76408488
2030,FC,Diesel,average,9,10,0.271977783,84.26957956
2030,FC,Gasoline,average,9,10,0.682185184,64.37833556
2030,FC,PHEV,average,9,10,0.685199877,14.26569633
2030,FC,Diesel,average,10,11,0.271974739,93.14082062
2030,FC,Gasoline,average,10,11,0.682184963,71.15502178
2030,FC,PHEV,average,10,11,0.68519849,15.76736706
2030,FC,Diesel,average,11,12,0.271975232,102.0112014
2030,FC,Gasoline,average,11,12,0.682185527,77.93163891
2030,FC,PHEV,average,11,12,0.685198313,17.26902183
2030,FC,Diesel,average,12,1000,0.271978346,106.4882175
2030,FC,Gasoline,average,12,1000,0.682185137,81.35254306
2030,FC,PHEV,average,12,1000,0.685198913,18.02705029
2030,FC_MJ,Diesel,average,0,1,1.018566253,0.122925243
2030,FC_MJ,Gasoline,average,0,1,2.044151618,0.117207272
2030,FC_MJ,PHEV,average,0,1,2.051695533,0.025990651
2030,FC_MJ,Diesel,average,1,2,0.335319211,0.550933023
2030,FC_MJ,Gasoline,average,1,2,0.873611243,0.41728347
2030,FC_MJ,PHEV,average,1,2,0.877684497,0.092457921
2030,FC_MJ,Diesel,average,2,3,0.285437897,0.945888546
2030,FC_MJ,Gasoline,average,2,3,0.72339378,0.727434018
2030,FC_MJ,PHEV,average,2,3,0.726645704,0.161186732
2030,FC_MJ,Diesel,average,3,4,0.276252171,1.330691779
2030,FC_MJ,Gasoline,average,3,4,0.69526569,1.028036487
2030,FC_MJ,PHEV,average,3,4,0.698357693,0.227800934
2030,FC_MJ,Diesel,average,4,5,0.271977217,1.714843695
2030,FC_MJ,Gasoline,average,4,5,0.682185751,1.327842944
2030,FC_MJ,PHEV,average,4,5,0.685195346,0.294240262
2030,FC_MJ,Diesel,average,5,6,0.27197752,2.095918819
2030,FC_MJ,Gasoline,average,5,6,0.682185512,1.622919694
2030,FC_MJ,PHEV,average,5,6,0.685199569,0.359625572
2030,FC_MJ,Diesel,average,6,7,0.271978261,2.476989288
2030,FC_MJ,Gasoline,average,6,7,0.682184294,1.9179984
2030,FC_MJ,PHEV,average,6,7,0.685199521,0.42501204
2030,FC_MJ,Diesel,average,7,8,0.271978146,2.858066039
2030,FC_MJ,Gasoline,average,7,8,0.682177536,2.213087424
2030,FC_MJ,PHEV,average,7,8,0.685193387,0.49040124
2030,FC_MJ,Diesel,average,8,9,0.27197581,3.239162443
2030,FC_MJ,Gasoline,average,8,9,0.682186316,2.508145854
2030,FC_MJ,PHEV,average,8,9,0.685199471,0.555785347
2030,FC_MJ,Diesel,average,9,10,0.271975336,3.620245076
2030,FC_MJ,Gasoline,average,9,10,0.682185917,2.803223458
2030,FC_MJ,PHEV,average,9,10,0.685200086,0.621171476
2030,FC_MJ,Diesel,average,10,11,0.271977072,4.001303369
2030,FC_MJ,Gasoline,average,10,11,0.682185556,3.098301049
2030,FC_MJ,PHEV,average,10,11,0.685199608,0.686557824
2030,FC_MJ,Diesel,average,11,12,0.271978446,4.382364135
2030,FC_MJ,Gasoline,average,11,12,0.682184748,3.393380334
2030,FC_MJ,PHEV,average,11,12,0.685198096,0.7519452
2030,FC_MJ,Diesel,average,12,1000,0.271977163,4.574746195
2030,FC_MJ,Gasoline,average,12,1000,0.68218657,3.542327323
2030,FC_MJ,PHEV,average,12,1000,0.685198848,0.784951883
2030,HC,Diesel,average,0,1,2.702287544,0.017428262
2030,HC,Gasoline,average,0,1,12.14835703,0.40631038
2030,HC,PHEV,average,0,1,20,0.106434191
2030,HC,Diesel,average,1,2,1.129749177,0.052544572
2030,HC,Gasoline,average,1,2,11.63599513,1.025859118
2030,HC,PHEV,average,1,2,20,0.268920684
2030,HC,Diesel,average,2,3,0.884482216,0.072150843
2030,HC,Gasoline,average,2,3,11.6837394,1.301017165
2030,HC,PHEV,average,2,3,20,0.341177222
2030,HC,Diesel,average,3,4,0.844897573,0.083620719
2030,HC,Gasoline,average,3,4,11.68504,1.487691164
2030,HC,PHEV,average,3,4,20,0.390162353
2030,HC,Diesel,average,4,5,0.82658489,0.091734675
2030,HC,Gasoline,average,4,5,11.68327956,1.621638656
2030,HC,PHEV,average,4,5,20,0.425308271
2030,HC,Diesel,average,5,6,0.826584233,0.096330473
2030,HC,Gasoline,average,5,6,11.68328483,1.702878952
2030,HC,PHEV,average,5,6,20,0.446615209
2030,HC,Diesel,average,6,7,0.826583538,0.100926218
2030,HC,Gasoline,average,6,7,11.68324344,1.784119368
2030,HC,PHEV,average,6,7,20,0.467922163
2030,HC,Diesel,average,7,8,0.826584712,0.105521813
2030,HC,Gasoline,average,7,8,11.68333758,1.865359545
2030,HC,PHEV,average,7,8,20,0.489229117
2030,HC,Diesel,average,8,9,0.826580893,0.110117795
2030,HC,Gasoline,average,8,9,11.68329791,1.94660008
2030,HC,PHEV,average,8,9,20,0.51053607
2030,HC,Diesel,average,9,10,0.826583115,0.114713353
2030,HC,Gasoline,average,9,10,11.68330161,2.027840376
2030,HC,PHEV,average,9,10,20,0.531843039
2030,HC,Diesel,average,10,11,0.826584782,0.119308911
2030,HC,Gasoline,average,10,11,11.68334377,2.109080553
2030,HC,PHEV,average,10,11,20,0.553150008
2030,HC,Diesel,average,11,12,0.826581109,0.123904877
2030,HC,Gasoline,average,11,12,11.68330796,2.19032073
2030,HC,PHEV,average,11,12,20,0.574456946
2030,HC,Diesel,average,12,1000,0.826584635,0.12620247
2030,HC,Gasoline,average,12,1000,11.68329125,2.230941057
2030,HC,PHEV,average,12,1000,20,0.585110416
2030,NMHC,Diesel,average,0,1,2.702288842,0.017009982
2030,NMHC,Gasoline,average,0,1,12.26568167,0.383952051
2030,NMHC,PHEV,average,0,1,20,0.100612235
2030,NMHC,Diesel,average,1,2,1.129745569,0.051283582
2030,NMHC,Gasoline,average,1,2,11.75337525,0.969448209
2030,NMHC,PHEV,average,1,2,20,0.254210699
2030,NMHC,Diesel,average,2,3,0.884481397,0.070419287
2030,NMHC,Gasoline,average,2,3,11.79965353,1.229501486
2030,NMHC,PHEV,average,2,3,20,0.322514822
2030,NMHC,Diesel,average,3,4,0.844897548,0.081613806
2030,NMHC,Gasoline,average,3,4,11.79964377,1.405920982
2030,NMHC,PHEV,average,3,4,20,0.368820456
2030,NMHC,Diesel,average,4,5,0.826582701,0.08953322
2030,NMHC,Gasoline,average,4,5,11.79717765,1.532509565
2030,NMHC,PHEV,average,4,5,20,0.402043901
2030,NMHC,Diesel,average,5,6,0.826581972,0.094018682
2030,NMHC,Gasoline,average,5,6,11.7973284,1.60928452
2030,NMHC,PHEV,average,5,6,20,0.422185334
2030,NMHC,Diesel,average,6,7,0.826584977,0.098503854
2030,NMHC,Gasoline,average,6,7,11.7972077,1.686059833
2030,NMHC,PHEV,average,6,7,20,0.442326811
2030,NMHC,Diesel,average,7,8,0.826584669,0.102989304
2030,NMHC,Gasoline,average,7,8,11.79724572,1.762834907
2030,NMHC,PHEV,average,7,8,20,0.462468288
2030,NMHC,Diesel,average,8,9,0.826584411,0.107474722
2030,NMHC,Gasoline,average,8,9,11.7971861,1.839610219
2030,NMHC,PHEV,average,8,9,20,0.482609751
2030,NMHC,Diesel,average,9,10,0.826583438,0.111960204
2030,NMHC,Gasoline,average,9,10,11.79722156,1.916385293
2030,NMHC,PHEV,average,9,10,20,0.502751199
2030,NMHC,Diesel,average,10,11,0.826581015,0.116445786
2030,NMHC,Gasoline,average,10,11,11.79721124,1.993160486
2030,NMHC,PHEV,average,10,11,20,0.522892632
2030,NMHC,Diesel,average,11,12,0.826581514,0.120931097
2030,NMHC,Gasoline,average,11,12,11.79728505,2.06993556
2030,NMHC,PHEV,average,11,12,20,0.543034125
2030,NMHC,Diesel,average,12,1000,0.826580808,0.123173878
2030,NMHC,Gasoline,average,12,1000,11.79717591,2.108323097
2030,NMHC,PHEV,average,12,1000,20,0.553104826
2030,NO2,Diesel,average,0,1,0.905509912,0.029969039
2030,NO2,Gasoline,average,0,1,3.571098654,0.008459741
2030,NO2,PHEV,average,0,1,3.556057093,0.003096548
2030,NO2,Diesel,average,1,2,0.474010585,0.075599865
2030,NO2,Gasoline,average,1,2,2.493930429,0.016857617
2030,NO2,PHEV,average,1,2,2.419002396,0.006216532
2030,NO2,Diesel,average,2,3,0.410340849,0.091890793
2030,NO2,Gasoline,average,2,3,2.157508256,0.018120238
2030,NO2,PHEV,average,2,3,2.077718036,0.006704653
2030,NO2,Diesel,average,3,4,0.410340849,0.091890793
2030,NO2,Gasoline,average,3,4,2.157507415,0.018771521
2030,NO2,PHEV,average,3,4,2.077717362,0.006945634
2030,NO2,Diesel,average,4,5,0.41204557,0.091817027
2030,NO2,Gasoline,average,4,5,2.166754776,0.018792759
2030,NO2,PHEV,average,4,5,2.086984737,0.006952836
2030,NO2,Diesel,average,5,6,0.415458131,0.091674466
2030,NO2,Gasoline,average,5,6,2.185520101,0.018184654
2030,NO2,PHEV,average,5,6,2.105798782,0.00672658
2030,NO2,Diesel,average,6,7,0.419023922,0.091514554
2030,NO2,Gasoline,average,6,7,2.20453762,0.017577559
2030,NO2,PHEV,average,6,7,2.12490135,0.006500758
2030,NO2,Diesel,average,7,8,0.422593272,0.091362055
2030,NO2,Gasoline,average,7,8,2.223850555,0.016971371
2030,NO2,PHEV,average,7,8,2.144292631,0.006275374
2030,NO2,Diesel,average,8,9,0.426201365,0.09121129
2030,NO2,Gasoline,average,8,9,2.243442744,0.016366147
2030,NO2,PHEV,average,8,9,2.164008659,0.006050403
2030,NO2,Diesel,average,9,10,0.429901974,0.091053862
2030,NO2,Gasoline,average,9,10,2.263330038,0.015761857
2030,NO2,PHEV,average,9,10,2.184046269,0.005825854
2030,NO2,Diesel,average,10,11,0.433701141,0.090889229
2030,NO2,Gasoline,average,10,11,2.283522208,0.015158471
2030,NO2,PHEV,average,10,11,2.204417044,0.005601716
2030,NO2,Diesel,average,11,12,0.437514208,0.090730837
2030,NO2,Gasoline,average,11,12,2.304029739,0.014555979
2030,NO2,PHEV,average,11,12,2.225138784,0.005377978
2030,NO2,Diesel,average,12,1000,0.439472178,0.090646796
2030,NO2,Gasoline,average,12,1000,2.314453519,0.014255047
2030,NO2,PHEV,average,12,1000,2.235674716,0.005266263
2030,NOx,Diesel,average,0,1,0.854990573,0.215654984
2030,NOx,Gasoline,average,0,1,3.650205094,0.173519509
2030,NOx,PHEV,average,0,1,3.556059154,0.061930948
2030,NOx,Diesel,average,1,2,0.454168863,0.538716647
2030,NOx,Gasoline,average,1,2,2.508766019,0.347386766
2030,NOx,PHEV,average,1,2,2.4190035,0.124330621
2030,NOx,Diesel,average,2,3,0.393714017,0.654141069
2030,NOx,Gasoline,average,2,3,2.163234962,0.373916674
2030,NOx,PHEV,average,2,3,2.077718262,0.134093053
2030,NOx,Diesel,average,3,4,0.393714017,0.654141069
2030,NOx,Gasoline,average,3,4,2.163235408,0.387356031
2030,NOx,PHEV,average,3,4,2.077717911,0.138912659
2030,NOx,Diesel,average,4,5,0.395394782,0.653559358
